"id","القرية","العزلة","المديرية","المحافظة"
8806,"بني قشه","ربع الدوس","اللحية","الحديده"
8807,"بنى موسى الشرقيه","ربع الدوس","اللحية","الحديده"
8808,"بنىموسىالوسط","ربع الدوس","اللحية","الحديده"
8809,"دير الرديني","ربع الدوس","اللحية","الحديده"
8810,"دير راجح","ربع الدوس","اللحية","الحديده"
8811,"دير موسى","ربع الدوس","اللحية","الحديده"
8812,"كدف الخضري","ربع الدوس","اللحية","الحديده"
8813,"الاقزل","ربع الشام","الزهره","الحديده"
8814,"العادلية","ربع الشام","الزهره","الحديده"
8815,"العباسية","ربع الشام","الزهره","الحديده"
8816,"القصمينيـه","ربع الشام","الزهره","الحديده"
8817,"الكدف","ربع الشام","الزهره","الحديده"
8818,"بني الخال","ربع الشام","الزهره","الحديده"
8819,"عمران","ربع الشام","الزهره","الحديده"
8820,"الدعوري","ربع الفلو","اللحية","الحديده"
8821,"الفتيني","ربع الفلو","اللحية","الحديده"
8822,"القرابشه","ربع الفلو","اللحية","الحديده"
8823,"المداومة","ربع الفلو","اللحية","الحديده"
8824,"دويره البس","ربع الفلو","اللحية","الحديده"
8825,"الحتيريه","ربع المقرني الزعليه","اللحية","الحديده"
8826,"الدمنة","ربع المقرني الزعليه","اللحية","الحديده"
8827,"الربوع","ربع المقرني الزعليه","اللحية","الحديده"
8828,"المقصية","ربع المقرني الزعليه","اللحية","الحديده"
8829,"خبت المقارنة","ربع المقرني الزعليه","اللحية","الحديده"
8830,"دير الحداد","ربع المقرني الزعليه","اللحية","الحديده"
8831,"دير السليماني","ربع المقرني الزعليه","اللحية","الحديده"
8832,"دير المحنب","ربع المقرني الزعليه","اللحية","الحديده"
8833,"دير دخنة","ربع المقرني الزعليه","اللحية","الحديده"
8834,"دير دريب","ربع المقرني الزعليه","اللحية","الحديده"
8835,"محل السيد","ربع المقرني الزعليه","اللحية","الحديده"
8836,"محل على شوعي","ربع المقرني الزعليه","اللحية","الحديده"
8837,"محل وهان","ربع المقرني الزعليه","اللحية","الحديده"
8838,"الذاهر","ربع الهجن(بني جامع)","اللحية","الحديده"
8839,"بني ميرين","ربع الهجن(بني جامع)","اللحية","الحديده"
8840,"البعجي","مور وربع الوادي","اللحية","الحديده"
8841,"التويمه","مور وربع الوادي","اللحية","الحديده"
8842,"الحماسية","مور وربع الوادي","اللحية","الحديده"
8843,"الدويره","مور وربع الوادي","اللحية","الحديده"
8844,"العشـــة","مور وربع الوادي","اللحية","الحديده"
8845,"المحمول","مور وربع الوادي","اللحية","الحديده"
8846,"المزف الجديد","مور وربع الوادي","اللحية","الحديده"
8847,"المزف القديم","مور وربع الوادي","اللحية","الحديده"
8848,"المسلام","مور وربع الوادي","اللحية","الحديده"
8849,"زبية","مور وربع الوادي","اللحية","الحديده"
8850,"شعب العبيد","مور وربع الوادي","اللحية","الحديده"
8851,"شعب عبيد","مور وربع الوادي","اللحية","الحديده"
8852,"محل مضيع","مور وربع الوادي","اللحية","الحديده"
8853,"مــــور","مور وربع الوادي","اللحية","الحديده"
8854,"الخجاف","الدمانية","المراوعه","الحديده"
8855,"الخليفه","الدمانية","المراوعه","الحديده"
8856,"الكرد","الدمانية","المراوعه","الحديده"
8857,"المسلال","الدمانية","المراوعه","الحديده"
8858,"المهرب","الدمانية","المراوعه","الحديده"
8859,"دمنه الروض","الدمانية","المراوعه","الحديده"
8860,"دمنه ناصر","الدمانية","المراوعه","الحديده"
8861,"كرزم","الدمانية","المراوعه","الحديده"
8862,"مراح القيس","الدمانية","المراوعه","الحديده"
8863,"الباريه","الربصه","المراوعه","الحديده"
8864,"الزبيريه","الربصه","المراوعه","الحديده"
8865,"السريد","الربصه","المراوعه","الحديده"
8866,"السليمانيه","الربصه","المراوعه","الحديده"
8867,"المحامره","الربصه","المراوعه","الحديده"
8868,"المحلا","الربصه","المراوعه","الحديده"
8869,"الملاكديه","الربصه","المراوعه","الحديده"
8870,"المهد الاسفل","الربصه","المراوعه","الحديده"
8871,"المهد الاعلى","الربصه","المراوعه","الحديده"
8872,"المهد الاوسط","الربصه","المراوعه","الحديده"
8873,"دير الجامعي","الربصه","المراوعه","الحديده"
8874,"دير الرويعي","الربصه","المراوعه","الحديده"
8875,"دير الزين","الربصه","المراوعه","الحديده"
8876,"دير الصوفه","الربصه","المراوعه","الحديده"
8877,"دير القحنين","الربصه","المراوعه","الحديده"
8878,"دير مهدل","الربصه","المراوعه","الحديده"
8879,"الجباليه","الرقابه","المراوعه","الحديده"
8880,"الدوم","الرقابه","المراوعه","الحديده"
8881,"الشعراء","الرقابه","المراوعه","الحديده"
8882,"العفجيه","الرقابه","المراوعه","الحديده"
8883,"العناقيد","الرقابه","المراوعه","الحديده"
8884,"الكوكبيه","الرقابه","المراوعه","الحديده"
8885,"المسابع","الرقابه","المراوعه","الحديده"
8886,"حنبان","الرقابه","المراوعه","الحديده"
8887,"دير الهبه","الرقابه","المراوعه","الحديده"
8888,"دير موز","الرقابه","المراوعه","الحديده"
8889,"دير واسط","الرقابه","المراوعه","الحديده"
8890,"سعد ابراهيم","الرقابه","المراوعه","الحديده"
8891,"سولة المصلى","الرقابه","المراوعه","الحديده"
8892,"سولة محمد ابراهيم","الرقابه","المراوعه","الحديده"
8893,"سولة محمد يحي","الرقابه","المراوعه","الحديده"
8894,"سوله ابكر","الرقابه","المراوعه","الحديده"
8895,"سوله البعجي","الرقابه","المراوعه","الحديده"
8896,"سوله الذره","الرقابه","المراوعه","الحديده"
8897,"سوله المقابيل","الرقابه","المراوعه","الحديده"
8898,"سوله حبال","الرقابه","المراوعه","الحديده"
8899,"البرجوش","العامريه والدحلي","المراوعه","الحديده"
